time_step_list,predicted_pH_list,reward_list,actual_pH_list,predicted_online_pH,fallvol,metalvol
2506.0,10.785250325121792,66.04619026184082,10.3234920501709,10.311921,1.2,1.6
2510.0,10.826274793674669,67.02795028686523,10.3259105682373,10.313189,2.0,2.6
2514.0,10.830713366133951,66.2994384765625,10.3301296234131,10.3150215,2.2,3.2
2518.0,10.830713366133951,67.58785247802734,10.3316211700439,10.316528,3.2,4.0
2522.0,10.830713366133951,66.82233810424805,10.3090305328369,10.316248,3.6,5.0
2526.0,10.830713366133951,67.46230125427246,10.2562818527222,10.317813,4.4,6.0
2530.0,10.830713366133951,66.82519912719727,10.2267427444458,10.318174,5.0,6.2
2534.0,10.830713366133951,66.42646789550781,10.2309627532959,10.321167,5.2,6.4
2538.0,10.830713366133951,67.27900505065918,10.2605018615723,10.320708,5.6000000000000005,7.2
2542.0,10.830713366133951,68.48597526550293,10.3111400604248,10.323981,6.000000000000001,7.6000000000000005
2546.0,10.816891533262497,73.62704277038574,10.3427896499634,10.330443,6.800000000000001,7.800000000000001
2550.0,10.816891533262497,76.48591995239258,10.3892087936401,10.336142,7.800000000000001,8.200000000000001
2554.0,10.816891533262497,69.68088150024414,10.4335174560547,10.342272,8.0,8.4
2558.0,10.816891533262497,72.88370132446289,10.4757175445557,10.334173,8.4,9.0
2562.0,10.816891533262497,73.2048511505127,10.51158618927,10.352326,9.0,9.2
2566.0,10.816891533262497,70.34802436828613,10.4736070632935,10.355557,9.2,9.399999999999999
2570.0,10.760777910591427,82.89976119995117,10.3575592041016,10.377634,9.799999999999999,10.399999999999999
2574.0,10.77017579260126,74.87144470214844,10.1887626647949,10.3641815,10.399999999999999,10.799999999999999
2578.0,10.77017579260126,80.64761161804199,10.0220766067505,10.36513,11.399999999999999,11.799999999999999
2582.0,10.760777910591427,73.35400581359863,9.9039192199707,10.37856,11.599999999999998,12.399999999999999
2586.0,10.760777910591427,77.35104560852051,9.83218097686768,10.378716,12.399999999999999,12.999999999999998
2590.0,10.84184528933318,75.73051452636719,9.8089714050293,10.396317,12.599999999999998,13.199999999999998
2594.0,10.916629588852823,91.6417121887207,9.94189834594727,10.404215,13.199999999999998,14.199999999999998
2598.0,11.14783833366935,85.00304222106934,10.1594200134277,10.430686,13.599999999999998,14.799999999999997
2602.0,11.210643971982785,90.22655487060547,10.8367567062378,10.466129,13.999999999999998,15.199999999999998
2606.0,11.210643971982785,89.21923637390137,10.963116645813,10.46807,14.399999999999999,15.599999999999998
2610.0,11.210643971982785,93.8570499420166,10.9863262176514,10.445088,15.399999999999999,15.999999999999998
2614.0,11.233398678348896,83.06231498718262,10.8892679214478,10.492732,15.599999999999998,16.2
2618.0,11.206205399523503,97.79133796691895,10.771110534668,10.469377,16.599999999999998,16.599999999999998
2622.0,11.233398678348896,112.97969818115234,10.7436809539795,10.5428505,17.2,17.599999999999998
2626.0,11.239544104259531,103.09581756591797,10.7690010070801,10.536327,17.599999999999998,18.4
2630.0,11.239544104259531,98.62728118896484,10.7943201065063,10.559738,17.999999999999996,18.799999999999997
2634.0,11.239544104259531,107.40337371826172,10.7014818191528,10.583168,18.399999999999995,19.799999999999997
2638.0,11.239544104259531,97.44505882263184,10.5326862335205,10.617366,18.799999999999994,20.799999999999997
2642.0,11.239544104259531,83.8688850402832,10.3892087936401,10.605795,18.999999999999993,20.999999999999996
2646.0,11.239544104259531,87.38741874694824,10.4060888290405,10.594378,19.599999999999994,21.199999999999996
2650.0,11.239544104259531,88.75908851623535,10.4440679550171,10.601384,19.999999999999993,21.799999999999997
2654.0,11.335384191051736,100.6840705871582,10.4820470809937,10.655443,20.599999999999994,22.599999999999998
2658.0,11.242644625908598,87.29581832885742,10.3533401489258,10.640306,20.799999999999994,22.799999999999997
2662.0,11.239544104259531,94.44389343261719,10.1444540023804,10.636326,21.199999999999992,23.4
2666.0,11.49071369715845,107.96737670898438,9.96299839019775,10.672401,22.199999999999992,24.2
2670.0,11.49071369715845,96.42553329467773,9.98198795318604,10.699171,22.39999999999999,25.0
2674.0,11.49071369715845,100.50582885742188,10.0579462051392,10.675491,22.79999999999999,26.0
2678.0,11.49071369715845,90.54574966430664,10.2689418792725,10.732885,22.99999999999999,26.6
2682.0,11.49071369715845,103.76701354980469,10.5073661804199,10.716682,23.59999999999999,27.400000000000002
2686.0,11.49071369715845,-113.39898109436035,10.6803827285767,10.732745,23.79999999999999,28.200000000000003
2690.0,11.49071369715845,-113.44432830810547,10.6867122650146,10.732353,23.99999999999999,28.800000000000004
2694.0,11.49071369715845,-113.84263038635254,10.5284652709961,10.73257,24.79999999999999,29.400000000000006
2698.0,11.49071369715845,-113.9070987701416,10.3385696411133,10.732978,25.79999999999999,30.400000000000006
2702.0,11.49071369715845,86.74993515014648,10.2351818084717,10.732653,26.19999999999999,30.800000000000004
2706.0,11.49071369715845,-113.39259147644043,10.2647218704224,10.732606,26.79999999999999,31.000000000000004
2710.0,11.49071369715845,86.84840202331543,10.3111400604248,10.732734,27.39999999999999,31.800000000000004
2714.0,11.49071369715845,86.88130378723145,10.3449001312256,10.733277,27.79999999999999,32.400000000000006
2718.0,11.49071369715845,-113.3629322052002,10.374439239502,10.733218,28.39999999999999,32.60000000000001
2722.0,11.49071369715845,86.98511123657227,10.4166383743286,10.7330265,29.199999999999992,33.60000000000001
2726.0,11.49071369715845,87.03727722167969,10.4479675292969,10.733574,29.39999999999999,34.400000000000006
2730.0,11.49244040465909,86.94801330566406,10.4229679107666,10.733467,29.999999999999993,35.2
2734.0,11.49244040465909,86.77496910095215,10.3406801223755,10.733649,30.999999999999993,35.800000000000004
2738.0,11.49244040465909,87.13750839233398,10.1480884552002,10.734415,31.39999999999999,36.800000000000004
2742.0,11.49244040465909,87.14103698730469,9.96721839904785,10.7344475,31.79999999999999,37.800000000000004
2746.0,11.49244040465909,-113.26961517333984,9.90997886657715,10.734779,32.79999999999999,38.2
2750.0,11.49244040465909,87.13655471801758,9.99464797973633,10.73514,33.39999999999999,39.2
2754.0,11.49244040465909,-113.5751724243164,10.3041963577271,10.731873,34.19999999999999,40.2
2758.0,11.49244040465909,87.20922470092773,10.3548259735107,10.73583,34.59999999999999,41.2
2762.0,11.49244040465909,-113.69767189025879,10.5974254608154,10.735507,35.59999999999999,41.400000000000006
2766.0,11.49244040465909,-113.45539093017578,10.734546661377,10.735241,35.999999999999986,42.2
2770.0,11.49244040465909,-114.39037322998047,10.7050132751465,10.731991,36.999999999999986,42.800000000000004
2774.0,11.49244040465909,-113.28420639038086,10.5953159332275,10.735422,37.19999999999999,43.2
2778.0,11.49244040465909,-113.35515975952148,10.3991270065308,10.733183,37.39999999999999,43.6
2782.0,11.49244040465909,-113.69013786315918,10.3484973907471,10.734456,37.79999999999999,43.800000000000004
2786.0,11.49244040465909,-114.21546936035156,10.3906888961792,10.731903,38.59999999999999,44.800000000000004
2790.0,11.49244040465909,-114.25175666809082,10.4103088378906,10.731158,39.399999999999984,45.800000000000004
2794.0,11.49244040465909,-113.69972229003906,10.4310894012451,10.732033,39.59999999999999,46.6
2798.0,11.49244040465909,-113.84129524230957,10.3168544769287,10.732806,39.999999999999986,47.4
2802.0,11.49244040465909,-114.03889656066895,10.1354312896729,10.729121,40.399999999999984,48.4
2806.0,11.49244040465909,-113.83504867553711,10.0154666900635,10.73152,40.79999999999998,48.6
2810.0,11.49244040465909,-113.9162540435791,10.0239057540894,10.730163,41.19999999999998,49.2
2814.0,11.49244040465909,-114.55764770507812,10.0995693206787,10.728226,42.19999999999998,50.2
2818.0,11.49244040465909,-114.38326835632324,10.2855157852173,10.7270975,42.99999999999998,50.800000000000004
2822.0,11.49244040465909,-114.14904594421387,10.4732837677002,10.727185,43.59999999999998,51.00000000000001
2826.0,11.49244040465909,-113.88874053955078,10.6002044677734,10.727547,43.79999999999998,51.60000000000001
2830.0,11.511274111902262,-114.55049514770508,10.5706653594971,10.726213,44.79999999999998,52.00000000000001
2834.0,11.511274111902262,-114.88776206970215,10.4202222824097,10.724961,45.399999999999984,52.800000000000004
2838.0,11.511274111902262,-114.46657180786133,10.2562818527222,10.726175,46.19999999999998,53.6
2842.0,11.511274111902262,-114.64724540710449,10.2137842178345,10.721112,46.59999999999998,54.2
2846.0,11.511274111902262,-113.90132904052734,10.247841835022,10.725826,46.79999999999998,54.400000000000006
2850.0,11.511274111902262,-114.57581520080566,10.2668313980103,10.724677,47.19999999999998,55.00000000000001
2854.0,11.511274111902262,-114.83640670776367,10.2936487197876,10.723146,47.99999999999998,55.400000000000006
2858.0,11.511274111902262,-114.22348022460938,10.3129425048828,10.724018,48.39999999999998,56.00000000000001
2862.0,11.511274111902262,-114.20989036560059,10.3238000869751,10.724252,48.799999999999976,56.60000000000001
